CODMUN;municipio;UF;CODREG;CODPRE;prestadora;Sigla;Abrangencia;Natureza;servico;IN003;IN026;IN027;IN004;IN005;IN006;IN012;IN029;IN007;IN008;IN030;IN031;IN032;IN033;IN034;IN035;IN036;IN037;IN038;IN039;IN040;IN041;IN042;IN054;IN018;IN019;IN102;IN048;IN002;IN045;IN101;IN060;IN055;IN023;IN001;IN043;IN011;IN009;IN010;IN044;IN057;IN052;IN025;IN053;IN014;IN017;IN022;IN058;IN020;IN028;IN013;IN049;IN050;IN051;IN056;IN024;IN047;IN015;IN016;IN046;IN021;IN059;IN071;IN072;IN073;IN074;IN077;IN082;IN083;IN079;IN075;IN080;IN076;IN085;IN084;IN061;IN062;IN063;IN064;IN068;IN065;IN069;IN066;IN067
311390;Carmo da Cachoeira;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,07;2,16;245,24;2,38;3,13;1,56;77,62;4,51;51,52;76.439,96;90,74;58,18;66,38;41,83;6,76;64,12;73,15;12,64;1,47;7,45;68,06;30,75;1,19;6,73;16,54;426,12;400,19;2,19;486,14;4,21;73,22;0,59;69,36;91,57;1,07;89,67;100,00;100,00;70,78;99,90;100,00;70,85;11,68;8,23;8,23;9,45;112,24;0,72;10,66;81,29;18,71;29,15;11,20;119,40;63,44;83,75;83,75;72,04;0,00;0,00;8,07;0,00;;;;;4,85;3,48;101,02;111,51;0,00;111,51;4,78;100,00;0,00;;;;;;;;;
311430;Carmo do Paranaíba;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,99;2,06;262,97;2,65;3,55;1,80;88,71;4,02;44,29;101.083,01;77,59;41,99;49,92;37,54;5,01;54,12;64,35;20,38;2,25;6,46;64,50;34,63;0,87;3,24;36,26;597,37;559,48;1,50;710,23;3,06;84,48;0,52;73,25;86,43;1,07;88,53;97,57;100,00;76,47;100,00;100,00;76,47;12,42;9,45;9,45;10,47;137,10;1,39;10,73;84,68;15,32;23,53;9,57;102,75;74,56;87,97;87,97;80,38;0,00;0,00;9,18;0,03;;;;;5,99;7,11;97,86;128,48;0,00;128,48;0,00;100,00;0,19;;;;;;;;;
311440;Carmo do Rio Claro;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,81;2,07;255,36;2,52;3,33;1,65;89,74;2,85;52,46;94.470,08;82,05;51,90;58,46;39,43;4,96;63,26;71,25;11,98;4,65;6,04;67,51;30,73;1,76;2,87;25,90;519,22;493,59;1,80;584,80;3,46;81,84;0,46;65,59;93,29;1,05;87,53;96,22;100,00;84,03;100,00;100,00;84,03;10,85;9,08;9,08;10,28;144,49;0,95;11,25;95,17;4,83;15,97;5,32;59,82;61,34;87,24;87,24;73,66;0,00;0,00;10,14;0,05;;;;;7,12;2,73;174,09;108,93;0,15;108,93;0,00;101,54;0,51;;;;;;;;;
311455;Carneirinho;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,49;2,54;326,23;3,22;3,30;3,14;92,34;7,24;53,38;72.158,13;78,94;45,74;57,81;30,89;7,96;57,95;73,23;9,34;0,30;10,08;51,50;47,60;0,90;4,72;21,48;302,03;291,63;2,71;381,71;5,14;85,52;0,62;67,04;91,03;1,03;91,20;100,00;100,00;82,51;100,00;100,00;82,51;11,13;9,14;9,14;10,28;146,67;0,64;14,17;92,83;7,17;17,49;4,64;65,79;60,95;82,76;82,76;70,41;100,00;70,41;13,90;0,11;;;;;4,45;7,57;83,40;99,69;0,00;76,83;4,49;100,00;0,00;;;;;;;;;
311470;Carvalhópolis;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água;6,96;5,70;673,04;3,13;3,13;;44,95;3,91;40,07;83.873,67;182,28;83,54;89,15;31,73;66,00;45,83;48,91;10,60;1,13;36,21;99,14;;0,86;1,39;4,80;254,79;236,88;3,96;271,89;3,96;45,38;0,46;70,85;96,28;1,08;88,52;98,83;100,00;79,12;100,00;100,00;79,12;10,96;8,63;8,63;9,83;136,02;1,17;14,22;90,16;9,84;20,88;5,66;80,52;;;;;;;;;;;;;;;87,54;109,89;0,00;109,97;0,18;102,50;0,81;;;;;;;;;
311480;Carvalhos;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,66;2,46;253,32;2,37;3,04;1,47;64,95;5,53;50,92;85.182,56;103,51;72,06;78,39;41,93;6,36;69,62;75,74;12,54;1,36;6,14;72,75;26,18;1,06;4,25;4,90;443,99;436,73;2,10;483,00;3,73;65,98;0,64;43,36;81,07;1,03;88,24;100,00;100,00;80,50;100,00;100,00;80,50;8,82;7,07;7,07;8,65;127,97;0,83;13,75;98,57;1,43;19,50;4,20;57,77;33,41;62,47;62,47;60,80;0,00;0,00;16,45;0,00;;;;;1,47;2,22;185,12;150,81;0,00;150,81;1,95;100,00;0,46;;;;;;;;;
311500;Cascalho Rico;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água;3,78;3,03;401,09;3,47;3,47;;91,83;5,28;54,38;61.272,02;87,26;44,02;59,22;28,76;9,30;50,44;67,86;13,31;1,21;10,65;99,17;;0,83;0,75;4,04;225,11;214,83;3,46;302,83;3,46;82,61;0,93;62,13;98,85;1,05;90,64;97,63;100,00;83,38;100,00;100,00;83,38;12,02;9,97;9,97;11,04;157,40;0,40;16,40;92,31;7,69;16,62;4,18;68,48;;;;;;;;;301,67;24,00;;;;;118,14;98,34;0,00;101,64;0,28;112,00;0,25;;;;;;;;;
311510;Cássia;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água;3,84;2,56;338,32;3,38;3,38;;88,22;3,63;46,17;94.094,43;75,53;44,20;52,33;29,37;3,99;58,52;69,28;14,45;2,96;5,29;98,61;;1,39;1,24;17,17;401,43;360,07;2,35;475,24;2,35;93,52;0,49;77,10;94,39;1,11;86,71;100,00;100,00;69,04;100,00;100,00;69,04;14,69;10,09;10,09;11,03;159,96;0,56;13,33;75,48;24,52;30,96;12,44;165,86;;;;;;;;;;;;;;;109,11;104,98;0,00;104,98;0,60;100,00;0,00;;;;;;;;;
311520;Conceição da Barra de Minas;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;4,38;3,35;342,23;2,78;2,87;2,61;63,43;4,43;55,37;78.296,59;120,82;79,33;87,29;35,89;7,73;65,66;72,25;16,84;0,41;6,40;64,46;34,45;1,09;0,47;6,05;316,67;301,14;3,02;348,45;4,78;61,89;0,62;64,54;91,37;1,05;90,38;100,00;100,00;71,74;100,00;100,00;71,74;9,88;7,05;7,05;8,47;102,51;1,01;9,73;86,17;13,83;28,26;9,90;96,27;37,65;53,30;53,30;45,96;100,00;45,96;12,17;0,68;;;;;8,27;0,85;45,89;108,66;0,00;102,27;0,00;100,00;0,00;;;;;;;;;
311530;Cataguases;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,87;1,92;257,63;2,78;3,53;1,71;96,79;2,39;47,11;108.631,43;69,11;39,81;48,67;35,72;3,85;57,60;70,42;14,87;1,46;5,56;72,48;24,83;2,69;3,38;81,30;598,74;490,31;1,67;732,03;2,86;96,16;0,45;85,26;89,06;1,22;90,24;28,63;99,83;75,16;99,63;100,00;75,43;13,82;10,37;10,35;11,26;144,39;0,88;9,07;81,85;18,15;24,57;14,93;135,41;61,56;64,30;64,30;57,50;0,00;0,00;4,33;0,00;;;;;7,88;18,06;164,73;92,41;0,00;91,59;1,75;100,00;0,34;;;;;;;;;
311547;Catuti;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;6,10;5,06;506,42;2,71;2,86;2,12;44,38;3,89;52,10;55.223,96;187,02;102,68;117,39;36,82;61,43;54,90;62,77;1,45;0,09;32,85;81,74;16,25;2,01;3,47;7,43;173,73;169,82;5,15;198,62;6,63;43,94;0,03;40,97;70,20;1,03;92,89;100,00;99,95;72,46;99,99;100,00;72,46;9,95;7,17;7,18;8,44;92,19;2,33;13,65;85,27;14,73;27,54;6,74;92,00;12,72;21,79;21,79;22,99;99,85;22,95;51,35;0,57;950,00;7,00;33,58;12,82;1,57;0,28;84,46;109,39;20,58;109,39;13,92;126,67;0,00;;;;;;;;;
311550;Caxambu;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,82;2,57;279,31;3,06;3,23;2,89;80,01;3,38;44,53;86.220,64;84,20;47,15;55,66;32,51;5,54;56,00;66,10;19,91;0,96;6,58;52,85;45,92;1,23;4,49;43,67;466,99;391,18;2,17;551,23;4,33;84,16;0,55;86,19;88,03;1,21;89,31;100,00;100,00;81,11;100,00;100,00;81,11;9,50;7,67;7,67;9,08;126,96;1,53;10,24;95,98;4,02;18,89;6,93;70,91;84,59;86,40;86,40;77,22;100,00;77,22;7,76;0,37;;;;;13,59;9,20;95,43;59,26;0,00;59,26;0,00;109,09;0,17;;;;;;;;;
311560;Cedro do Abaeté;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água;5,43;4,29;468,11;3,03;3,03;;55,87;9,22;49,17;140.354,11;141,53;80,75;88,01;32,85;7,90;57,06;62,18;25,46;2,82;5,58;99,57;;0,43;0,65;1,09;482,17;467,03;1,96;525,50;1,96;52,39;0,60;73,32;85,87;1,03;89,82;100,00;100,00;78,56;100,00;100,00;78,56;9,74;7,61;7,61;9,09;135,88;1,69;19,86;93,78;6,22;21,44;3,55;70,51;;;;;;;;;;;123,69;15,23;;;58,38;97,24;0,00;97,24;0,00;129,17;0,00;;;;;;;;;
311580;Centralina;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;4,78;3,10;414,62;3,28;3,34;3,03;68,57;3,54;47,04;75.781,28;94,53;63,72;68,59;30,32;6,12;67,41;72,57;13,64;1,21;6,48;81,64;17,28;1,08;3,19;17,22;251,87;238,58;3,89;271,12;4,77;78,39;0,64;78,25;86,25;1,05;91,80;100,00;100,00;77,92;100,00;100,00;77,92;13,28;10,30;10,29;11,14;133,05;0,64;15,10;84,28;15,72;22,08;6,67;100,71;19,40;21,38;21,38;18,39;97,57;17,94;56,62;0,27;380,00;8,00;;;9,03;1,80;141,88;177,69;0,00;177,73;0,98;100,00;0,00;;;;;;;;;
311590;Chácara;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água;3,73;2,50;264,50;3,05;3,05;;81,88;4,69;41,55;54.777,44;81,90;45,03;50,75;32,55;3,94;54,98;61,96;25,55;0,75;4,81;98,79;;1,21;1,57;3,38;334,25;322,12;2,75;376,67;2,75;84,64;0,61;60,85;89,29;1,04;90,71;83,52;100,00;87,36;100,00;100,00;87,36;8,09;7,04;7,04;8,82;133,95;1,15;12,20;109,53;-9,53;12,64;2,84;34,72;;;;;;;;;;;;;;;85,77;81,92;0,00;81,92;0,00;100,00;0,00;;;;;;;;;
311615;Chapada Gaúcha;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água;3,76;2,85;347,06;3,20;3,20;;85,12;5,29;51,02;106.340,28;89,25;53,31;59,94;31,17;5,98;59,73;67,15;16,01;3,50;6,70;98,12;;1,88;4,34;5,62;456,28;443,91;2,00;513,00;2,00;80,44;0,69;52,08;97,69;1,03;89,69;100,00;100,00;88,91;100,00;100,00;88,91;9,96;8,81;8,81;10,14;114,03;0,68;14,83;102,29;-2,29;11,09;2,50;37,13;;;;;;;;;1.071,50;11,33;;;;;50,81;108,45;0,00;82,79;0,00;133,33;0,00;;;;;;;;;
311630;Cipotânea;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água;3,88;2,78;279,52;2,87;2,87;;73,90;1,36;51,38;68.974,56;96,79;62,67;69,53;34,77;5,36;64,75;71,83;14,87;2,00;5,53;97,33;;2,67;0,44;4,44;343,53;318,85;2,83;381,12;2,83;77,41;0,60;45,96;99,84;1,08;91,96;100,00;100,00;67,93;100,00;100,00;67,93;10,07;6,80;6,80;8,39;108,69;0,57;10,97;83,77;16,23;32,07;10,37;113,77;;;;;;;;;1.300,00;8,00;;;;;53,72;103,65;0,00;103,71;0,00;100,00;0,00;;;;;;;;;
311650;Claro dos Poções;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;4,36;3,38;332,25;2,67;2,74;2,49;61,31;2,28;59,80;68.451,74;126,19;86,43;97,54;37,14;7,55;68,49;77,29;11,98;0,63;5,99;73,57;25,28;1,15;3,78;13,54;266,55;257,32;3,44;300,79;4,74;60,70;0,64;64,12;94,93;1,04;91,93;100,00;100,00;79,39;100,00;100,00;79,39;8,42;6,65;6,65;8,19;110,66;0,83;15,49;97,72;2,28;20,61;3,80;58,80;24,23;35,88;35,88;29,15;100,00;29,15;18,75;0,06;;;;;7,20;3,76;113,20;113,56;0,00;112,04;0,00;152,33;0,00;;;;;;;;;
311660;Cláudio;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,66;2,20;264,31;3,19;3,33;3,05;87,21;4,35;42,64;83.436,00;68,97;42,33;48,90;31,19;5,13;61,38;70,90;10,35;3,17;7,43;51,92;47,02;1,06;3,57;39,85;445,25;401,08;2,16;514,29;4,23;96,97;0,54;78,16;95,22;1,12;87,04;83,98;100,00;84,92;100,00;100,00;84,92;10,33;8,73;8,73;9,81;117,81;0,61;13,45;95,42;4,58;15,08;4,24;56,96;74,34;90,56;90,56;75,01;100,00;75,01;12,27;0,30;344,00;12,50;4.650,00;8,50;10,26;4,50;138,56;93,61;0,04;93,57;43,52;113,29;0,28;;;;;;;;;
311670;Coimbra;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água;3,86;3,01;334,13;3,06;3,06;;79,15;5,31;54,56;93.129,42;98,55;64,36;68,93;32,51;4,91;65,31;69,95;17,54;1,70;4,99;98,15;;1,85;19,29;5,36;398,49;371,41;2,51;426,80;2,51;73,86;0,60;65,91;90,18;1,07;93,58;100,00;100,00;71,69;100,00;100,00;71,70;11,12;7,93;7,93;9,24;107,38;0,73;8,98;83,54;16,46;28,30;12,30;110,47;;;;;;;;;;;;;;;239,00;59,44;0,23;59,44;0,05;100,00;0,00;;;;;;;;;
311680;Coluna;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água;4,03;2,54;283,83;3,13;3,13;;77,60;0,64;35,12;100.307,72;81,15;32,52;45,26;31,80;7,20;40,07;55,78;26,56;0,86;8,87;95,74;;4,26;1,23;2,78;633,62;610,81;1,18;882,00;1,18;92,24;0,64;41,96;99,28;1,04;88,95;100,00;100,00;79,51;99,99;100,00;79,52;9,99;7,91;7,91;9,32;118,53;0,98;10,32;93,71;6,29;20,48;6,73;69,46;;;;;;;;;;;;;;;144,48;149,44;0,00;126,74;0,00;157,95;0,96;;;;;;;;;
311690;Comendador Gomes;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água;4,08;3,15;411,84;3,39;3,39;;82,95;4,08;53,60;95.962,46;92,93;59,44;64,62;29,38;5,21;63,97;69,54;10,67;7,61;5,60;98,21;;1,79;4,32;2,17;335,06;323,33;2,84;364,25;2,84;80,02;0,75;47,27;93,17;1,04;87,44;100,00;100,00;82,33;100,00;100,00;82,33;12,00;9,83;9,83;10,91;154,50;0,41;36,11;91,38;8,62;17,67;1,99;71,86;;;;;;;;;;;;;;;38,84;94,45;0,04;94,65;0,04;100,00;0,00;;;;;;;;;
311710;Conceição da Aparecida;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água;3,91;3,16;366,64;3,20;3,20;;81,78;3,48;51,77;74.170,60;98,71;55,65;63,30;31,10;11,98;56,38;64,13;15,82;1,97;12,13;98,58;;1,42;0,87;10,24;315,47;291,78;3,01;358,83;3,01;75,67;0,43;59,03;93,51;1,08;87,38;100,00;99,98;82,28;99,99;100,00;82,29;10,26;8,40;8,40;9,68;141,97;1,10;11,54;94,87;5,13;17,71;5,57;64,25;;;;;;;;;;;;;;;126,61;119,81;0,00;92,90;0,00;100,00;0,00;;;;;;;;;
311750;Conceição do Mato Dentro;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,87;2,46;309,89;3,18;3,50;2,79;82,28;5,61;42,64;77.063,37;77,36;42,65;51,82;31,22;6,52;55,14;66,99;15,35;1,88;8,43;59,47;38,07;2,46;11,27;29,16;371,24;353,20;2,33;451,02;4,24;89,53;0,49;57,98;84,62;1,05;89,75;81,07;99,98;69,10;100,00;100,00;69,10;13,42;9,23;9,23;10,55;157,11;0,97;6,44;79,02;20,98;30,90;22,18;142,88;47,30;69,04;69,04;64,15;74,48;47,78;6,31;0,28;1.772,00;18,00;4.419,67;14,67;10,84;32,85;94,22;100,10;0,00;100,10;0,00;100,83;0,00;;;;;;;;;
311760;Conceição do Pará;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,61;2,58;345,11;2,83;3,50;1,80;78,33;4,20;53,09;88.354,58;91,05;58,86;67,77;35,17;6,13;64,65;74,44;10,89;2,30;6,73;74,18;24,79;1,04;1,62;6,91;343,94;332,65;2,61;396,00;4,22;77,05;0,60;39,07;100,00;1,04;90,49;100,00;100,00;66,36;100,00;100,00;66,36;14,43;9,53;9,53;10,93;216,73;0,58;26,53;76,12;23,88;33,64;6,19;164,36;30,86;79,00;79,00;48,19;0,00;0,00;17,42;0,00;;;1.192,00;16,00;1,77;2,88;148,65;77,80;0,06;77,81;12,65;123,33;0,68;;;;;;;;;
311770;Conceição do Rio Verde;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água;3,50;2,64;310,20;3,19;3,19;;91,09;3,06;52,01;90.287,37;82,82;51,58;57,09;31,17;3,57;62,27;68,93;16,89;2,82;4,31;98,81;;1,19;2,66;11,62;422,23;406,57;2,22;467,38;2,22;86,41;0,64;77,73;87,87;1,04;91,33;100,00;100,00;67,84;99,99;100,00;67,85;12,47;8,42;8,42;9,78;120,36;0,55;13,77;78,83;21,17;32,15;9,90;136,26;;;;;;;;;;;;;;;186,34;108,93;0,00;108,16;0,00;100,00;0,00;;;;;;;;;
311780;Conceição dos Ouros;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água;3,21;2,39;308,00;3,49;3,49;;108,69;3,14;49,08;104.343,93;68,47;39,19;45,15;28,56;4,70;57,23;65,94;16,17;2,11;6,86;99,03;;0,97;1,62;8,06;513,78;492,21;1,76;591,93;1,76;101,32;0,50;78,19;100,00;1,04;90,80;89,96;99,99;73,86;99,99;100,00;73,86;12,99;9,54;9,54;10,73;148,37;0,64;18,06;83,08;16,92;26,14;6,42;115,90;;;;;;;;;;;;;;;155,84;121,05;0,00;111,11;7,67;111,68;0,00;;;;;;;;;
311783;Cônego Marinho;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água;3,86;2,96;346,52;3,04;3,04;;78,87;1,38;52,56;123.827,39;97,35;59,21;66,64;32,57;6,18;60,82;68,45;18,75;0,59;6,35;98,83;;1,17;3,94;1,13;522,02;509,58;1,74;587,50;1,74;77,00;0,71;26,97;100,00;1,02;90,21;100,00;100,00;85,79;100,00;100,00;85,79;9,82;8,38;8,38;9,74;85,59;0,78;21,79;99,71;0,29;14,21;2,15;46,77;;;;;;;;;575,00;9,00;;;;;95,45;109,90;0,00;66,19;0,00;140,00;0,00;;;;;;;;;
311787;Confins;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água;4,09;3,03;695,22;5,23;5,23;;128,01;15,19;45,56;156.356,16;57,93;28,44;35,59;24,49;3,91;49,08;61,44;15,02;0,75;6,75;76,61;;23,39;6,02;8,76;366,07;355,45;2,25;458,21;2,25;134,95;0,37;96,57;96,57;1,03;91,35;100,00;99,98;64,65;100,00;100,00;64,65;26,79;17,23;17,24;19,12;286,99;0,87;22,53;71,72;28,28;35,35;14,16;319,06;;;;;;;;;;;42,30;6,31;;;140,98;376,38;0,00;379,44;3,85;161,36;0,94;;;;;;;;;
311790;Congonhal;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,65;1,90;210,39;2,34;3,12;1,55;88,39;2,75;56,63;82.084,34;81,20;52,51;64,07;42,52;5,37;64,67;78,90;6,40;2,31;6,61;66,60;32,64;0,76;1,32;14,64;494,47;466,12;1,76;603,29;3,53;79,63;0,56;71,48;96,49;1,06;88,18;100,00;100,00;66,46;100,00;100,00;66,46;12,28;8,12;8,12;9,29;116,51;0,32;10,21;76,01;23,99;33,54;14,03;143,30;70,97;95,80;95,80;78,46;0,00;0,00;10,53;0,00;;;;;4,60;3,49;99,42;125,75;0,00;126,21;0,00;138,91;0,30;;;;;;;;;
311800;Congonhas;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,35;2,36;314,41;2,77;3,57;1,79;82,80;1,44;54,46;80.493,92;85,01;58,20;65,77;35,83;4,88;68,46;77,37;9,60;1,18;5,74;69,75;28,56;1,70;3,04;94,37;330,90;312,16;2,83;373,99;5,16;83,31;0,59;79,50;81,66;1,07;89,34;98,77;99,99;71,07;99,99;100,00;71,08;14,16;10,02;10,02;11,05;122,66;0,54;17,54;78,42;21,58;28,92;8,17;143,30;64,09;65,84;65,84;63,34;0,00;0,00;8,65;0,00;325,64;13,13;;;4,04;9,35;96,46;103,53;0,24;103,53;1,13;100,00;0,13;;;;;;;;;
311820;Conquista;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água;3,45;2,70;403,00;3,63;3,63;;105,03;6,81;50,85;93.370,49;74,37;43,49;48,42;27,46;4,07;58,48;65,11;18,96;2,03;5,48;99,17;;0,83;1,88;7,24;355,85;344,80;2,61;396,15;2,61;92,65;0,58;80,65;92,81;1,03;90,04;100,00;100,00;80,92;100,00;100,00;80,92;14,35;11,55;11,55;12,46;169,77;0,76;14,97;87,25;12,75;19,08;6,17;92,44;;;;;;;;;1.260,00;19,50;;;;;192,12;63,23;0,00;63,23;0,00;109,42;1,32;;;;;;;;;
311830;Conselheiro Lafaiete;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,94;2,10;244,36;2,73;3,27;2,12;93,02;2,13;51,41;100.508,86;76,85;48,19;55,27;36,38;4,01;62,70;71,91;14,42;1,94;5,21;63,29;35,91;0,81;6,36;170,31;571,99;489,31;1,78;656,00;3,35;87,53;0,47;88,81;93,00;1,18;89,24;65,75;99,98;61,94;100,00;100,00;61,94;13,91;8,58;8,58;9,67;127,78;0,82;9,99;69,81;30,19;38,06;20,41;203,78;77,22;80,86;80,86;68,46;39,54;27,07;9,20;0,04;2.453,89;11,97;;;4,87;6,24;166,88;100,78;0,01;100,78;0,86;100,00;2,21;;;;;;;;;
311860;Contagem;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,39;2,15;281,06;3,51;3,67;3,33;103,67;6,07;37,63;112.407,44;61,15;27,66;36,30;28,30;7,51;45,22;59,36;15,96;2,14;12,28;54,04;43,54;2,42;12,78;675,26;673,80;504,61;1,51;884,33;2,86;108,13;0,37;89,32;89,63;1,34;89,64;100,00;99,99;55,67;100,00;100,00;55,67;18,16;10,06;10,06;10,95;130,15;0,99;10,89;60,61;39,39;44,33;32,27;351,60;80,07;80,34;80,34;70,25;93,37;65,59;6,84;0,18;13.076,71;9,24;4.809,61;7,89;17,72;11,40;120,78;101,36;0,63;101,88;0,20;110,13;5,69;;;;;;;;;
311880;Coração de Jesus;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;4,32;2,86;315,24;3,03;3,08;2,90;70,10;16,97;47,33;75.419,78;94,58;54,42;67,52;32,85;5,55;57,54;71,38;15,17;1,51;5,87;70,35;27,85;1,80;51,13;22,33;335,16;320,07;2,52;415,81;3,57;66,58;0,68;38,81;68,42;1,05;88,56;100,00;100,00;69,30;100,00;100,00;69,30;11,14;7,68;7,68;9,14;103,70;0,72;7,90;82,47;17,53;30,70;14,84;117,20;15,77;27,80;27,80;32,22;100,00;32,22;11,76;0,12;;;;;3,76;3,09;42,90;80,84;0,00;81,33;0,00;107,83;1,64;;;;;;;;;
311890;Cordisburgo;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;4,98;3,41;403,36;3,08;3,18;2,87;61,87;2,87;48,77;89.096,69;110,69;70,66;78,83;32,24;7,89;63,84;71,22;15,98;0,30;7,12;68,81;27,80;3,39;2,10;12,27;310,15;290,43;3,09;346,00;4,44;70,56;0,58;63,55;92,39;1,07;88,15;100,00;100,00;67,11;100,00;100,00;67,11;12,80;8,55;8,55;9,80;124,98;0,82;15,66;76,94;23,06;32,89;9,39;147,12;29,02;42,19;42,19;35,18;83,05;29,21;20,83;0,92;;;;;1,98;3,04;122,80;114,34;0,00;114,05;0,09;150,69;0,00;;;;;;;;;
311900;Cordislândia;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água;4,02;3,26;371,33;3,08;3,08;;76,59;2,94;55,75;58.250,88;105,98;65,79;72,80;32,34;6,61;62,08;68,69;17,93;1,76;6,24;98,88;;1,12;5,59;5,53;228,37;212,47;4,25;252,70;4,25;71,20;0,59;73,19;91,18;1,07;88,76;100,00;100,00;79,84;100,00;100,00;79,84;10,20;8,11;8,11;9,49;122,98;0,92;12,05;93,50;6,50;20,16;6,00;72,32;;;;;;;;;;;;;;;38,89;129,16;0,00;129,16;0,00;100,00;0,00;;;;;;;;;
311910;Corinto;MG;3;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,66;2,62;310,83;3,05;3,19;2,85;83,32;3,99;54,03;94.259,27;85,89;55,54;64,84;32,62;6,52;64,67;75,49;9,68;0,35;7,59;59,01;37,63;3,37;2,07;37,36;401,69;383,95;2,23;468,95;3,84;84,11;0,52;76,48;86,29;1,05;89,97;100,00;100,00;66,53;100,00;100,00;66,53;13,37;8,85;8,85;9,92;126,00;0,60;14,95;74,56;25,44;33,47;10,26;153,35;54,51;61,50;61,50;56,71;97,43;55,25;14,59;0,07;;;;;7,52;4,47;111,00;107,09;0,00;106,79;0,00;115,38;0,00;;;;;;;;;
