codmun;municipio;UF;codpre;prestadora;sigla;abrangencia;natureza;servico
351480;Eldorado;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
500375;Eldorado;MS;50027000;Empresa de Saneamento de Mato Grosso do Sul S/A;SANESUL;Regional;Sociedade de economia mista com administração pública;AE
430676;Eldorado do Sul;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;AE
150295;Eldorado dos Carajás;PA;17210000;Companhia de Saneamento do Tocantins;SANEATINS;Regional;Empresa privada;A
220350;Elesbão Veloso;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
351490;Elias Fausto;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
220360;Eliseu Martins;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
351492;Elisiário;SP;35149211;Prefeitura Municipal de Elisiário;PME;Local;Administração pública direta;AE
291030;Elísio Medrado;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
312360;Elói Mendes;MG;31236011;Serviço Autônomo de AE;SAAE;Local;Autarquia;AE
250590;Emas;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
351495;Embaúba;SP;35149511;Semae Ambiental Embauba;SEMAE;Local;Autarquia;AE
351500;Embú das Artes;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
351510;Embu-Guaçu;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
351512;Emilianópolis;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
430680;Encantado;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
240330;Encanto;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
240330;Encanto;RN;24033011;Prefeitura Municipal de Encanto;PME;Local;Administração pública direta;E       
291040;Encruzilhada;BA;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;AE
430690;Encruzilhada do Sul;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;AE
410740;Enéas Marques;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
410750;Engenheiro Beltrão;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;AE
312370;Engenheiro Caldas;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
312370;Engenheiro Caldas;MG;31237011;Prefeitura Municipal de Engenheiro Caldas;PMEC;Local;Administração pública direta;E       
351515;Engenheiro Coelho;SP;35151511;Serviço de AE de Engenheiro Coelho;SAEEC;Local;Autarquia;AE
312380;Engenheiro Navarro;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
330180;Engenheiro Paulo de Frontin;RJ;33045500;Companhia Estadual de As e Esgotos;CEDAE;Regional;Sociedade de economia mista com administração pública;A
430692;Engenho Velho;RS;43069211;Prefeitura Municipal de Engenho Velho;PMEV;Local;Administração pública direta;A         
312385;Entre Folhas;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
312385;Entre Folhas;MG;31238511;Prefeitura Municipal de Entre Folhas;PMEF;Local;Administração pública direta;E       
291050;Entre Rios;BA;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;AE
420517;Entre Rios;SC;42051711;Prefeitura Municipal de Entre Rios;PMER;Local;Administração pública direta;AE
312390;Entre Rios de Minas;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
312390;Entre Rios de Minas;MG;31239011;Prefeitura Municipal de Entre Rios de Minas;PMERM;Local;Administração pública direta;E       
410753;Entre Rios do Oeste;PR;41075311;Prefeitura Municipal de Entre Rios do Oeste;PMERO;Local;Administração pública direta;A         
430695;Entre Rios do Sul;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
430693;Entre-Ijuís;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
130150;Envira;AM;13015011;Prefeitura Municipal de Envira;PME;Local;Administração pública direta;A         
120025;Epitaciolândia;AC;12004000;Departamento Estadual de Pavimentação e Saneamento;DEPASA;Regional;Autarquia;A
240340;Equador;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
430697;Erebango;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
430700;Erechim;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
230427;Ererê;CE;23044000;Companhia de A e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;A
290050;Érico Cardoso;BA;29005011;Serviço Autônomo de A e Esgoto;SAAE;Local;Autarquia;A         
420519;Ermo;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
430720;Erval Grande;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
430730;Erval Seco;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
420520;Erval Velho;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
312400;Ervália;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
312400;Ervália;MG;31240011;Prefeitura Municipal de Ervália;PME;Local;Administração pública direta;E       
260520;Escada;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
430740;Esmeralda;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
312410;Esmeraldas;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
312420;Espera Feliz;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
312420;Espera Feliz;MG;31242011;Prefeitura Municipal de Espera Feliz;PMEF;Local;Administração pública direta;E       
250600;Esperança;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
430745;Esperança do Sul;RS;43074511;Prefeitura Municipal de Esperança do Sul;PMES;Local;Administração pública direta;A         
410752;Esperança Nova;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
220370;Esperantina;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
170740;Esperantina;TO;17210001;Agência Tocantinense de Saneamento;ATS;Regional;Autarquia;A
220370;Esperantina;PI;22037011;Prefeitura Municipal de Esperantina;PME;Local;Administração pública direta;E       
210400;Esperantinópolis;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
410754;Espigão Alto do Iguaçu;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
110009;Espigão D Oeste;RO;11002000;Companhia de As e Esgotos de Rondônia;CAERD;Regional;Sociedade de economia mista com administração pública;A
312430;Espinosa;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
240350;Espírito Santo;RN;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;AE
351518;Espírito Santo do Pinhal;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
351519;Espírito Santo do Turvo;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
291060;Esplanada;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
430750;Espumoso;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;AE
430755;Estação;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
280210;Estância;SE;28003000;Companhia de Saneamento de Sergipe;DESO;Regional;Sociedade de economia mista com administração pública;A
280210;Estância;SE;28021011;Serviço Autônomo de AE;SAAE;Local;Autarquia;AE
430760;Estância Velha;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;AE
430770;Esteio;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;AE
312450;Estiva;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
312450;Estiva;MG;31245011;Prefeitura Municipal de Estiva;PME;Local;Administração pública direta;E       
355730;Estiva Gerbi;SP;35573011;Prefeitura Municipal de Estiva Gerbi;PMEG;Local;Administração pública direta;AE
430780;Estrela;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
430780;Estrela;RS;43078011;Prefeitura Municipal de Estrela;PME;Local;Administração pública direta;E       
351520;Estrela D Oeste;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
312460;Estrela Dalva;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
312460;Estrela Dalva;MG;31246011;Prefeitura Municipal de Estrela Dalva;PMED;Local;Administração pública direta;E       
270255;Estrela de Alagoas;AL;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Sociedade de economia mista com administração pública;A
312470;Estrela do Indaiá;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
351530;Estrela do Norte;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
520750;Estrela do Norte;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
312480;Estrela do Sul;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
430781;Estrela Velha;RS;43078111;Prefeitura Municipal de Estrela Velha;SEMAE;Local;Administração pública direta;A         
291070;Euclides da Cunha;BA;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;AE
351535;Euclides da Cunha Paulista;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
312490;Eugenópolis;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
312490;Eugenópolis;MG;31249011;Prefeitura Municipal de Eugenópolis;PME;Local;Administração pública direta;E       
291072;Eunápolis;BA;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;AE
230428;Eusébio;CE;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;AE
312510;Extrema;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
260530;Exu;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
250610;Fagundes;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
250610;Fagundes;PB;25061011;Prefeitura Municipal de Fagundes;PMF;Local;Administração pública direta;E       
430786;Fagundes Varela;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
520753;Faina;GO;52075311;Serviço Autônomo de A e Esgoto;SAAE;Local;Autarquia;A         
312520;Fama;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
312530;Faria Lemos;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
312530;Faria Lemos;MG;31253011;Prefeitura Municipal de Faria Lemos;PMFL;Local;Administração pública direta;E       
230430;Farias Brito;CE;23044000;Companhia de A e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;A
150300;Faro;PA;15014000;Companhia de Saneamento do Pará;COSANPA;Regional;Sociedade de economia mista com administração pública;A
410755;Farol;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
430790;Farroupilha;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
351540;Fartura;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
170755;Fátima;TO;17210001;Agência Tocantinense de Saneamento;ATS;Regional;Autarquia;A
291075;Fátima;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
500380;Fátima do Sul;MS;50027000;Empresa de Saneamento de Mato Grosso do Sul S/A;SANESUL;Regional;Sociedade de economia mista com administração pública;AE
410760;Faxinal;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
430800;Faxinal do Soturno;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
430800;Faxinal do Soturno;RS;43080011;Prefeitura Municipal de Faxinal do Soturno;PMFS;Local;Administração pública direta;E       
420530;Faxinal dos Guedes;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
430805;Faxinalzinho;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
520760;Fazenda Nova;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
410765;Fazenda Rio Grande;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;AE
120030;Feijó;AC;12004000;Departamento Estadual de Pavimentação e Saneamento;DEPASA;Regional;Autarquia;A
291080;Feira de Santana;BA;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;AE
270260;Feira Grande;AL;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Sociedade de economia mista com administração pública;A
260540;Feira Nova;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
280220;Feira Nova;SE;28003000;Companhia de Saneamento de Sergipe;DESO;Regional;Sociedade de economia mista com administração pública;A
312540;Felício dos Santos;MG;31254011;Prefeitura Municipal de Felício dos Santos;PMFS;Local;Administração pública direta;A         
240370;Felipe Guerra;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
312560;Felisburgo;MG;31686000;Copasa Serviços de Saneamento Integrado do Norte e Nordeste de ;COPANOR;Regional;Empresa pública;AE
312560;Felisburgo;MG;31256011;Prefeitura Municipal de Felisburgo;PMF;Local;Administração pública direta;E       
312570;Felixlândia;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
312570;Felixlândia;MG;31257011;Prefeitura Municipal de Felixlândia;PMF;Local;Administração pública direta;E       
430810;Feliz;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
510370;Feliz Natal;MT;51037011;Prefeitura Municipal de Feliz Natal;PMFN;Local;Administração pública direta;A         
410770;Fênix;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
410773;Fernandes Pinheiro;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
312580;Fernandes Tourinho;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
260545;Fernando de Noronha;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;AE
240375;Fernando Pedroza;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
351560;Fernando Prestes;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
351550;Fernandópolis;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
351565;Fernão;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
351570;Ferraz de Vasconcelos;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
160023;Ferreira Gomes;AP;16003000;Companhia de A e Esgoto do Amapá;CAESA;Regional;Sociedade de economia mista com administração pública;A
260550;Ferreiros;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
312590;Ferros;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
312590;Ferros;MG;31259011;Prefeitura Municipal de Ferros;PMF;Local;Administração pública direta;E       
312595;Fervedouro;MG;31259511;Serviço Autônomo de AE;SAAE;Local;Autarquia;AE
410775;Figueira;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;AE
500390;Figueirão;MS;50027000;Empresa de Saneamento de Mato Grosso do Sul S/A;SANESUL;Regional;Sociedade de economia mista com administração pública;A
170765;Figueirópolis;TO;17210000;Companhia de Saneamento do Tocantins;SANEATINS;Regional;Empresa privada;A
510380;Figueirópolis D Oeste;MT;51038011;Departamento de A;DAE;Local;Administração pública direta;A         
291085;Filadélfia;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
170770;Filadélfia;TO;17210000;Companhia de Saneamento do Tocantins;SANEATINS;Regional;Empresa privada;A
291090;Firmino Alves;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
520780;Firminópolis;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
270280;Flexeiras;AL;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Sociedade de economia mista com administração pública;A
410785;Flor da Serra do Sul;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
420535;Flor do Sertão;SC;42053511;Prefeitura Municipal de Flor do Sertão;PMFS;Local;Administração pública direta;A         
351580;Flora Rica;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
410780;Floraí;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;AE
240380;Florânia;RN;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;AE
351590;Floreal;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
260560;Flores;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
430820;Flores da Cunha;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
520790;Flores de Goiás;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
220380;Flores do Piauí;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
260570;Floresta;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
410790;Floresta;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
291100;Floresta Azul;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
312600;Florestal;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
312600;Florestal;MG;31260011;Prefeitura Municipal de Florestal;PMF;Local;Administração pública direta;E       
410800;Florestópolis;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;AE
220390;Floriano;PI;22110000;Águas e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;AE
430825;Floriano Peixoto;RS;43082511;Prefeitura Municipal de Floriano Peixoto;PMFP;Local;Administração pública direta;A         
420540;Florianópolis;SC;42054000;Companhia Catarinense de Águas e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;AE
410810;Flórida;PR;41081011;Prefeitura Municipal de Flórida;PMF;Local;Administração pública direta;AE
351600;Flórida Paulista;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
351610;Florínia;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
430830;Fontoura Xavier;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
312610;Formiga;MG;31261011;Serviço Autônomo de AE;SAAE;Local;Autarquia;AE
430840;Formigueiro;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
520800;Formosa;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;AE
210409;Formosa da Serra Negra;MA;21040911;Prefeitura Municipal de Formosa da Serra Negra;PMFSN;Local;Administração pública direta;AE
410820;Formosa do Oeste;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
291110;Formosa do Rio Preto;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
420543;Formosa do Sul;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
312620;Formoso;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
520810;Formoso;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
170820;Formoso do Araguaia;TO;17210000;Companhia de Saneamento do Tocantins;SANEATINS;Regional;Empresa privada;A
430843;Forquetinha;RS;43084311;Prefeitura Municipal de Forquetinha;PMF;Local;Administração pública direta;A         
230435;Forquilha;CE;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;AE
420545;Forquilhinha;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
230440;Fortaleza;CE;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;AE
312630;Fortaleza de Minas;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
312630;Fortaleza de Minas;MG;31263011;Prefeitura Municipal de Fortaleza de Minas;PMFM;Local;Administração pública direta;E       
170825;Fortaleza do Tabocão;TO;17210001;Agência Tocantinense de Saneamento;ATS;Regional;Autarquia;A
210410;Fortaleza dos Nogueiras;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
430845;Fortaleza dos Valos;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
230445;Fortim;CE;23044000;Companhia de A e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;A
210420;Fortuna;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
312640;Fortuna de Minas;MG;31264011;Prefeitura Municipal de Fortuna de Minas;PMFM;Local;Administração pública direta;AE
410830;Foz do Iguaçu;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;AE
410845;Foz do Jordão;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
420550;Fraiburgo;SC;42055011;Autarquia Municipal de Saneamento de Fraiburgo;SANEFRAI;Local;Autarquia;AE
351620;Franca;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
220400;Francinópolis;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
410832;Francisco Alves;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
220410;Francisco Ayres;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
312650;Francisco Badaró;MG;31686000;Copasa Serviços de Saneamento Integrado do Norte e Nordeste de ;COPANOR;Regional;Empresa pública;A
410840;Francisco Beltrão;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;AE
240390;Francisco Dantas;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
312660;Francisco Dumont;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
351630;Francisco Morato;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
312670;Francisco Sá;MG;31267011;Serviço Autônomo de AE;SAAE;Local;Autarquia;AE
220420;Francisco Santos;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
312675;Franciscópolis;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
312675;Franciscópolis;MG;31267511;Prefeitura Municipal de Franciscópolis;PMF;Local;Administração pública direta;E       
351640;Franco da Rocha;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
230450;Frecheirinha;CE;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;AE
430850;Frederico Westphalen;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
312680;Frei Gaspar;MG;31686000;Copasa Serviços de Saneamento Integrado do Norte e Nordeste de ;COPANOR;Regional;Empresa pública;AE
312690;Frei Inocêncio;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
312690;Frei Inocêncio;MG;31269011;Prefeitura Municipal de Frei Inocêncio;PMFI;Local;Administração pública direta;E       
312695;Frei Lagonegro;MG;31269511;Prefeitura Municipal de Frei Lagonegro;PMFL;Local;Administração pública direta;AE
